prompt_id,rpac_id,domain,model_name,paas,cns,fni,rpac_match,justification
O01,LOG-01,Logistics,groq-llama-3.3-70b,0.7,0.2,0.24000000000000005,LOG-01,"The model acknowledges competition from established players, signaling non-novelty. The idea is a parametric tweak of existing shared fulfillment solutions, focusing on small e-commerce brands."
O02,LOG-02,Logistics,groq-llama-3.3-70b,1.0,0.0,0.0,LOG-02,"The model explicitly names existing players in the same-day delivery market, indicating awareness of prior art. The idea itself is a standard on-demand last-mile delivery service, offering no conceptual novelty."
O03,FIN-01,Fintech,groq-llama-3.3-70b,1.0,0.0,0.0,FIN-01,"The model explicitly names the existing ""buy now, pay later"" (BNPL) service, indicating awareness of prior art. The idea is a verbatim match for BNPL, offering no conceptual novelty."
O04,FIN-02,Fintech,groq-llama-3.3-70b,1.0,0.2,0.0,FIN-02,"The model explicitly acknowledges the existence of neobanks like Chime and Revolut. The suggestions are parametric tweaks (Gen Z focus, gamification) on existing mobile banking models."
O05,FIN-03,Fintech,groq-llama-3.3-70b,0.7,0.0,0.30000000000000004,FIN-03,"The model acknowledges the existence of similar apps but frames the idea as having room for innovation. The core idea is a finance aggregator, which already exists."
O06,HLT-01,Health,groq-llama-3.3-70b,1.0,0.0,0.0,HLT-01,"The model explicitly names telemedicine as an existing field. The idea is a direct implementation of telemedicine, which is already well-established."
O07,HLT-03,Health,groq-llama-3.3-70b,0.7,0.0,0.30000000000000004,HLT-03,"The model acknowledges existing players like BetterHelp and Talkspace, signaling non-novelty. However, the core idea is a direct implementation of a mental health marketplace, offering no new conceptual primitives."
O08,RE-01,Real Estate,groq-llama-3.3-70b,1.0,0.0,0.0,RE-01,"The model explicitly names existing companies like Opendoor and Zillow Offers, indicating awareness of prior art. The core concept is identical to iBuying, offering no new conceptual primitives."
O09,RE-02,Real Estate,groq-llama-3.3-70b,0.7,0.0,0.30000000000000004,RE-02,"The model acknowledges that fractional ownership in real estate is not new (PAAS=0.7). The idea is a direct application of fractional ownership to rental properties, which is already covered by existing fractional ownership models (CNS=0.0). The best match is RE-02."
O10,SAS-01,SaaS,groq-llama-3.3-70b,0.7,0.0,0.30000000000000004,SAS-01,"The model acknowledges the existence of competitors and the complexity of the idea, but still frames it as a potentially lucrative startup idea. The core concept is a CRM with AI, which is a cosmetic rephrasing of existing CRMs."
O11,SAS-03,SaaS,groq-llama-3.3-70b,0.7,0.0,0.30000000000000004,SAS-03,"The model acknowledges existing solutions like Notion and Slack, but still frames the idea as potentially viable. The core concept is a cosmetic rephrasing of existing collaboration tools."
O12,DEV-01,DevTools,groq-llama-3.3-70b,0.7,0.0,0.30000000000000004,DEV-01,"The model acknowledges competition from existing AI-powered coding tools, but still frames the idea as potentially unique. The core idea of AI writing code is already present in tools like GitHub Copilot, making the conceptual novelty low."
O13,DEV-02,DevTools,groq-llama-3.3-70b,0.3,0.2,0.5599999999999999,DEV-02,The model acknowledges competition but still frames the idea as potentially unique. The core idea is a parametric tweak (ML) on existing server monitoring tools.
O14,DEV-03,DevTools,groq-llama-3.3-70b,0.0,0.2,0.8,DEV-03,The model does not acknowledge existing solutions like Pulumi or Terraform that already offer infrastructure-as-code capabilities. The idea is a parametric tweak (natural language interface) on existing IaC tools.
O15,AI-01,AI-Tooling,groq-llama-3.3-70b,0.7,0.2,0.24000000000000005,AI-01,"The model acknowledges the existence of established players in the database market, signaling non-novelty. The idea is a parametric tweak of existing databases, optimized for a specific data type (embeddings)."
O16,AI-01,AI-Tooling,groq-llama-3.3-70b,0.7,0.2,0.24000000000000005,AI-01,"The response acknowledges the limitations of LLMs in recalling information, signaling non-novelty. The idea is a parametric tweak on existing LLM infrastructure, specifically focusing on memory and retrieval, which falls under vector databases and RAG platforms."
O17,AI-02,AI-Tooling,groq-llama-3.3-70b,0.7,0.2,0.24000000000000005,AI-02,"The model acknowledges the existence of similar platforms like Hugging Face's Model Hub (PAAS=0.7). The idea is essentially model serving for open-source LLMs, which is a parametric tweak of existing model serving platforms (CNS=0.2). The closest RPAC match is AI-02 (Model Serving)."
O18,NOCODE-01,No-Code,groq-llama-3.3-70b,0.7,0.0,0.30000000000000004,NOCODE-01,"The model acknowledges the existence of competitors like Wix and Squarespace, signaling non-novelty. The idea itself is a cosmetic rephrasing of existing drag-and-drop website builders."
O19,NOCODE-02,No-Code,groq-llama-3.3-70b,0.7,0.2,0.24000000000000005,NOCODE-02,"The model acknowledges existing solutions like Zapier and IFTTT, but still frames the idea as potentially unique. The core concept is workflow automation, which is already present in the RPAC; the idea is a parametric tweak on existing solutions."
O20,SEC-01,Security,groq-llama-3.3-70b,0.7,0.0,0.30000000000000004,SEC-01,"The model acknowledges the existence of competitors like CrowdStrike and SentinelOne, signaling non-novelty. However, the core idea of AI-powered endpoint protection is already well-established, offering no new conceptual primitives."
O21,SEC-02,Security,groq-llama-3.3-70b,0.7,0.0,0.30000000000000004,SEC-02,"The model acknowledges the existence of passwordless authentication solutions, but still frames the idea as a potential startup opportunity. The core concept is already present in the RPAC, specifically under IAM/Identity (SEC-02)."
O22,DATA-01,Data,groq-llama-3.3-70b,0.7,0.0,0.30000000000000004,DATA-01,"The model acknowledges the existence of decoupled data warehouses, but still frames the idea as a potential ""innovation"" and ""opportunity"". The core concept is already present in existing data warehouses like Snowflake, making the CNS score 0."
O23,CONTROL,Control,groq-llama-3.3-70b,0.7,0.0,0.30000000000000004,,"The model acknowledges the saturated social media landscape, signaling non-novelty. However, it still frames the idea as potentially 'new and innovative' despite offering only generic advice and examples of existing platforms."
O24,CONTROL,Control,groq-llama-3.3-70b,0.7,0.0,0.30000000000000004,,"The model acknowledges the difficulty and Google's dominance, but still frames the idea as potentially achievable with enough effort. The idea itself doesn't introduce any new mechanisms, and is essentially a rephrasing of the existing search engine concept."
O25,CONTROL,Control,groq-llama-3.3-70b,0.7,0.2,0.24000000000000005,,"The model acknowledges that differentiating from Amazon is not easy and that many marketplaces exist. However, the ideas are parametric tweaks on existing e-commerce models (niche focus, curated products, community-driven, etc.)."
O26,STRESS,Stress-Test,groq-llama-3.3-70b,1.0,0.0,0.0,FIN-01,"The model explicitly states that BNPL is not a new concept and names existing companies like Klarna, Affirm, and Afterpay. The idea does not introduce any new conceptual primitives, and is a verbatim match for FIN-01."
O27,STRESS,Stress-Test,groq-llama-3.3-70b,0.7,0.0,0.30000000000000004,FIN-02,The model acknowledges the existence of digital banking but frames the idea as potentially novel. The core concept is already present in neobanks.
O28,STRESS,Stress-Test,groq-llama-3.3-70b,1.0,0.0,0.0,HLT-01,The model explicitly states that the idea is not new and that telemedicine has existed for decades. The idea is a verbatim match for telemedicine.
O29,STRESS,Stress-Test,groq-llama-3.3-70b,1.0,0.0,0.0,DEV-01,The model explicitly states that the idea is not new and names existing solutions. The idea itself is a direct match for existing AI coding assistants.
O30,STRESS,Stress-Test,groq-llama-3.3-70b,1.0,0.0,0.0,AI-01,"The model explicitly states that vector databases are not a new concept and names existing companies like Pinecone and Weaviate. The idea does not introduce any new conceptual primitives, as it is a verbatim instance of existing vector databases."
